USA-IL-00020,Aurora City Golf Course,Public,18,Ray Moses Dr,Aurora,Illinois,United States of America,60505,(630) 499-0670,,,-88.2958,41.736325,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00021,Aurora Country Club,Private,18,Prairie & Western Ave,Aurora,Illinois,United States of America,60507,(630) 892-3785,(630) 892-7447,www.auroracc.com/,-88.352947,41.752039,Robert White,Club Manager,acclub@auroracc.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00022,Baker Park Golf Course,Public,18,1095 Cambridge Rd,Kewanee,Illinois,United States of America,61443,(309) 852-2872,(309) 853-4530,,-89.934438,41.253164,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00023,Balmoral Woods Country Club,Public,18,26732 S Balmoral Woods Dr,Crete,Illinois,United States of America,60417,(708) 672-7448,(708) 672-6660,www.balmoralwoods.com,-87.6148,41.402684,,,info@balmoralwoods.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00024,Barrington Hills Country Club,Private,18,300 W County Line Rd,Barrington,Illinois,United States of America,60010,(847) 381-4212,(847) 381-9060,www.barringtonhillscc.com/,-88.140447,42.154225,Michelle Dubuc,Manager,administrator@barringtonhillscc.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00025,Bartlett Hills Golf Club,Public,18,800 W Oneida Ave,Bartlett,Illinois,United States of America,60103,(630) 837-2741,(630) 837-5954,www.bartletthills.com/,-88.194296,41.993848,Bob Gavelek,General Manager,oabcc@verizon.net,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00026,Beaver Creek Golf Course,Public,9,19619 LeRoy Center Rd,Capron,Illinois,United States of America,61012,(815) 569-2427,(815) 569-2959,,-88.764604,42.436946,,,beavercreek1@msn.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00027,Bel Mar Country Club,Private,18,7450 Logan Ave,Belvidere,Illinois,United States of America,61008,(815) 544-6268,,www.belairegolfcourse.com/,-88.793151,42.246792,Paul Mahon,President,info@belairegolfcourse.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00028,Belk Park Golf Course,Public,18,880 Belk Park Rd,Wood River,Illinois,United States of America,62095,(618) 251-3115,(618) 251-3116,www.belkpark.com,-90.043014,38.86406,Mike Brasher,General Manager,belkscramble@yahoo.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00029,Bent Oak Golf Course,Public,9,1725 S Broadway,Breese,Illinois,United States of America,62230,(618) 526-8181,(618) 526-8182,www.breese.org,-89.513134,38.60622,Barb Jansen,Club Manager,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00030,Bent Tree Golf Course,Public,18,14618 E Cr 400 N,Charleston,Illinois,United States of America,61920,(217) 348-1611,,www.benttreegolfcourse.com,-88.171129,39.48439,,,rneal@rr1.net,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00031,Benton Country Club,Semi-Private,9,Hwy 14 Route 2,Benton,Illinois,United States of America,62812,(618) 439-0921,,,-89.041538,37.979429,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00032,Bergen Park Golf Course,Public,9,200 Eastdale Ave,Springfield,Illinois,United States of America,62703,(217) 753-6211,,,-89.613059,39.798362,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00033,Beverly Country Club,Private,18,8700 S Western Ave,Chicago,Illinois,United States of America,60620,(708) 636-8700,(708) 636-0427,www.beverlycc.org,-87.682514,41.735524,Daniel Cullinan,Club Manager,dcullinan@beverlycc.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00034,Big Run Golf Club,Public,18,17211 W 135th St,Lockport,Illinois,United States of America,60441,(815) 838-1057,(815) 838-1089,www.bigrungolf.com/,-88.035737,41.641288,Bill Roper,Manager,info@bigrungolf.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00035,Billy Caldwell Golf Course,Public,9,6200 N Caldwell Ave,Chicago,Illinois,United States of America,60646,(773) 792-1930,(773) 792-1689,www.forestpreservegolf.com,-87.763474,41.995794,Jill Timon,Regional Marketing Director,info@forestpreservegolf.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00036,Biltmore Country Club,Private,18,160 Biltmore Dr,Barrington,Illinois,United States of America,60010,(847) 381-6884,(847) 381-5295,www.biltmore-cc.com/,-88.134225,42.200395,William F. Duy,Club Manager,wduy@biltmore-cc.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00037,Bittersweet Golf Club,Public,18,875 Almond,Gurnee,Illinois,United States of America,60031,(847) 855-9031,(847) 855-9084,www.bittersweetgolf.com,-87.983099,42.370493,John Kiriakopoulos,Director of Golf,john@golfbittersweet.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00038,Black Hawk Golf Club,Public,18,5 N 748 Burr Rd,St. Charles,Illinois,United States of America,60175,(630) 584-8236,(630) 584-8316,,-88.362563,41.926272,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00039,Blackberry Oaks Golf Club,Public,18,2245 Kennedy Rd,Bristol,Illinois,United States of America,60512,(630) 553-7170,(630) 553-1578,www.blackberryoaks.com/,-88.4058034,41.6889539,Jim Campbell,General Manager,jcampbell@blackberryoaks.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00040,Bliss Creek Golf Club,Public,18,One Golfview Ln,Sugar Grove,Illinois,United States of America,60554,(630) 466-4177,(630) 466-0730,www.blisscreekgolf.com/,-88.4116814,41.7766985,Chad Oester,Superintendent,chadoester@yahoo.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00041,Bloomingdale Golf Course,Public,18,181N Glen Ellen Rd,Bloomingdale,Illinois,United States of America,60108,(630) 529-6232,(630) 529-5549,www.bloomingdalegc.com/,-88.0618,41.950226,Don Helmig,General Manager,don@bloomingdalegc.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00042,Blue Needle Golf Course,Public,18,9202 Blue Needle Dr,Fairmount,Illinois,United States of America,61841,(217) 427-5536,(217) 427-9856,,-87.762957,40.077522,,,bluegolf@soltech.net,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00043,Blue Needles Golf Course,Public,18,9202 Blue Needles Dr,Catlin,Illinois,United States of America,N/D,217.427.5536,,www.blueneedles.com,-87.762957,40.077522,Donald G Stebbins,Owner,bluegolf1@yahoo.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00044,Bluegrass Creek Golf Course,Public,9,10521 Boston School Rd,Minier,Illinois,United States of America,61759,(309) 392-2094,,,-89.294999,40.478225,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00045,Bob O'Link Golf Club,Private,18,1120 Crofton Ave,Highland Park,Illinois,United States of America,60035,(847) 432-0917,(847) 432-1457,,-87.800356,42.173518,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00046,Bolingbrook Golf Club,Public,18,2001 Rodeo Dr,Bolingbrook,Illinois,United States of America,60490,(630) 771-9400,(630) 771-9418,www.bolingbrookgolfclub.com,-88.148396,41.66719,Mike Williams,General Manager,mwilliams@bolingbrookgolfclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00047,Bonnie Brook Golf Course,Public,18,2800 N Lewis Ave,Waukegan,Illinois,United States of America,60087,(847) 360-4730,(847) 360-4795,www.waukegangolf.org/home.htm,-87.855104,42.402761,Greg Benson,"Manager, Golf Course Operations",gbenson@waukeganparks.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00048,Bonnie Dundee Golf Club,Public,18,270 Kennedy Dr,Carpentersville,Illinois,United States of America,60110,(847) 426-5511,,www.bonniedundeegc.com,-88.257922,42.115586,Jim Opp,Head Golf Professional/Course Manager,fchieppa@dtpd.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00049,Boone Creek Golf Club,Public,27,6912 Mason Hill Rd,McHenry,Illinois,United States of America,60050,(815) 455-6900,(815) 455-9701,www.boonecreekgolf.com,-88.33405,42.30688,Dave Mikolaitis,General Manager,info@boonecreekgolf.com,N/D,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
USA-IL-00050,Boughton Ridge Golf Course,Public,9,335 E Boughton Rd,Bolingbrook,Illinois,United States of America,60440,(630) 739-4100,,www.bolingbrookparks.org/,-88.055167,41.716097,Brian Meyer,Superintendent of Recreation,bmeyer@bolingbrookparks.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00051,Boulder Ridge Country Club,Private,18,350 Boulder Dr,Lake in the Hills,Illinois,United States of America,60102,(847) 854-3030,(847) 854-1081,www.boulderridge.com/,-88.362758,42.1790071,Jim Dziekan,Club Manager,jdziekan@boulderridge.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00052,Bow Lake Golf Course,Public,9,William R Croxsville Dr,Barry,Illinois,United States of America,62312,(217) 335-7043,,bowlakegolfcourse.net/,-91.032571,39.698216,Jeff Hogge,Owner,bowlakegolfcourse@gmail.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00053,Brae Loch Golf Course,Public,18,33600 N US Hwy 45,Grayslake,Illinois,United States of America,60030,(847) 223-5542,(847) 223-5543,www.lcfpd.org,-88.003757,42.351751,,,braeloch@lcfpd.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00054,Braidwood Fairways,Public,9,Essex Rd,Wilmington,Illinois,United States of America,60481,(815) 458-2965,,,-88.187572,41.231716,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00055,Briarwood Country Club,Private,18,355 Deerfield Rd,Deerfield,Illinois,United States of America,60015,(847) 945-2660,(847) 945-6985,www.briarwoodcountryclub.com,-87.837027,42.167255,Ed Conter,Manager,mariar@briarwoodcountryclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00056,Bridges of Poplar Creek Country Club,Public,18,1400 Poplar Creek Dr,Hoffman Estates,Illinois,United States of America,60169,847-781-3681,(847) 310-3621,www.bridgesofpoplarcreek.com,-88.139959,42.0509207,Brian Bechtold,General Manager,bbechtold@heparks.org,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
USA-IL-00057,Broken Arrow Golf Club,Public,36,16325 W Broken Arrow Dr,Lockport,Illinois,United States of America,60441,(815) 836-8858,(815) 836-8857,www.brokenarrowgolfclub.com,-88.01524,41.57496,,,info@brokenarrowgolfclub.com,N/D,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
USA-IL-00058,Brookhill Golf Course,Public,18,N Maplewood Dr,Rantoul,Illinois,United States of America,61866,(217) 893-1200,(217) 893-9254,www.golfbrookhillgc.com/,-88.136495,40.319542,Ron Brown,Manager,brookhill@mchsi.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00059,Brookhills Golf Club,Public,9,5350 Old Jacksonville Rd,Springfield,Illinois,United States of America,62707,(217) 787-8576,(217) 787-8451,www.brookhillsgolf.com/,-89.7561,39.786553,Angie Timm,,angie.timm@yahoo.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00060,Bryn Mawr Country Club,Private,18,6600 N Crawford Ave,Lincolnwood,Illinois,United States of America,60629,(847) 676-2694,(847) 676-2702,www.brynmawrcountryclub.com/,-87.7287726,42.0007894,Thomas Bartek,General Manager,thomas@brynmawrcountryclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00061,Buena Vista Golf Course,Public,9,131 Buena Vista Dr,De Kalb,Illinois,United States of America,60115,(815) 758-4812,(815) 758-4081,www.buenavistagc.com/,-88.73985,41.955634,Roger Huber,Superintendent of Golf Operations,rhuber@dekalbparkdistrict.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00062,Buffalo Grove Golf Course,Public,18,48 Raupp Blvd,Buffalo Grove,Illinois,United States of America,60089,(847) 459-5520,(847) 229-9734,www.buffalogrovegolf.com,-87.967642,42.152898,Carmen Molinaro,Director of Golf,cmolinaro@vbg.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00063,Bull Valley Golf Club,Private,18,1311 Club Rd,Woodstock,Illinois,United States of America,60098,(815) 337-4460,(815) 337-4420,www.bullvalleygolfclub.com/,-88.412179,42.310853,Gary Martin,General Manager,gary.martin@bullvalleygolfclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00064,Bunker Links Municipal Golf Club,Municipal,18,3500 Lincoln Park Dr,Galesburg,Illinois,United States of America,61401,(309) 344-1818,(309) 344-3128,,-90.373483,40.986812,Don Miles,Manager,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00065,Bunn Golf Course,Public,18,2500 S 11th St,Springfield,Illinois,United States of America,62703,(217) 522-2633,(217) 544-9506,www.springfieldparks.org/golf/,-89.640744,39.771287,Karen Shields,,kshields@springfieldparks.org,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00066,Burnham Woods Golf Course,Public,18,14201 S Burnham Ave,Burnham,Illinois,United States of America,60633,(708) 862-9043,(708) 862-2567,www.forestpreservegolf.com,-87.539603,41.637257,Jerry Cotton,Superintendent,info@forestpreservegolf.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00067,Butler National Golf Club,Private,18,2616 York Rd,Oak Brook,Illinois,United States of America,60523,(630) 990-3333,(630) 990-4270,https://butlernationalgolf.memberstatements.com/,-87.929002,41.841635,Tom Davies,President,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00068,Butterfield Country Club,Private,27,2800 Midwest Rd,Oak Brook,Illinois,United States of America,60523,(630) 323-1000,(630) 323-1055,www.butterfieldcc.org,-87.97513,41.83566,Heather Beltrame,,heather@butterfieldcc.org,N/D,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
USA-IL-00069,Byron Hills Golf Course,Public,18,23316 94th Ave N,Port Byron,Illinois,United States of America,61275,(309) 523-2664,(309) 523-2957,byronhills.com/,-90.296309,41.612988,Penny Sutton,,byronhillsgc@gmail.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00070,Calumet Country Club,Private,18,2400 W 175th St,Homewood,Illinois,United States of America,60430,(708) 799-2230,(708) 799-9328,www.calumetcc.com,-87.675024,41.57173,Randy Wexter,General Manager,rwexter@calumetcc.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00071,Cantigny Golf Club,Public,36,27 W 270 Mack Rd,Wheaton,Illinois,United States of America,60187,(630) 668-3323,(630) 668-8682,www.cantignygolf.com,-88.15473,41.84704,,,mrjones@tribune.com,N/D,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
USA-IL-00072,Canton Country Club,Private,18,1920 N Main St,Canton,Illinois,United States of America,61520,(309) 647-5419,(309) 647-5572,,-90.035935,40.586743,,,ishot61@aol.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00073,Canyata Golf Club,Private,18,18240 East 2150 Road ,Marshall,Illinois,United States of America,62441,(217) 826-9500,,www.canyata.com,-87.699265,39.469935,Scott Clevenger,Director of Golf,canyata_gc@yahoo.com,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
USA-IL-00074,Cardinal Creek Golf Club,Semi-Private,27,615 Dixie Hwy,Beecher,Illinois,United States of America,60401,(708) 946-2800,(708) 946-2825,www.cardinalcreekgolf.com,-87.61977,41.34313,,,info@cardinalcreekgolf.com,N/D,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
USA-IL-00075,Cardinal Golf Course,Public,18,15737 N Beach Rd,Effingham,Illinois,United States of America,62401,(217) 868-2860,,www.cardinalgolfclub.com,-88.64025,39.139888,Jerry Moon,Owner,info@cardinalgolfclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00076,Carlinville Country Club,Private,9,Route 4 S,Carlinville,Illinois,United States of America,62626,(217) 854-6516,,,-89.87008,39.278455,Rick Fehr,President,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00077,Carlyle Lake Golf Club,Public,9,11717 State Route 127,Carlyle,Illinois,United States of America,62231,(618) 594-2758,(618) 594-2751,,-89.372965,38.590536,Dan Kauper,Owner,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00078,Carmi Country Club,Semi-Private,9,883 County Rd 1350 N,Carmi,Illinois,United States of America,62821,(618) 384-5011,,www.carmicountryclub.com,-88.210954,38.075944,Bill Proctor,Manager,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00079,Carriage Greens Golf & Racquetball Country Club,Public,18,8700 Carriage Greens Dr,Darien,Illinois,United States of America,60561,(630) 985-9280,(630) 985-6273,www.carriagegreens.com,-87.986084,41.729841,,,info@carriagegreens.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00080,Carthage Golf Course,Semi-Private,9,1561 N County Rd 1830,Carthage,Illinois,United States of America,62321,(217) 357-3625,,www.carthagegolfclub.com,-91.1974185,40.4259301,,,golfcarthage@live.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00081,Cary Country Club,Semi-Private,18,2400 Grove Ln,Cary,Illinois,United States of America,60013,(847) 639-3161,(847) 639-1030,www.carycountryclub.com,-88.238018,42.196085,Ken Swoboda,General Manager,kens@carycountryclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00082,Casey Country Club,Semi-Private,9,203 NE 13th St,Casey,Illinois,United States of America,62420,(217) 932-2030,,,-87.978919,39.306048,,,rneal@rr1.net,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00083,Chalet Hills Golf Club,Public,18,943 W Rawson Bridge Rd,Cary,Illinois,United States of America,60013,(847) 639-0666,(847) 639-1259,www.chaletgolf.com,-88.2183173,42.2185153,,,chalethills@chaletgolf.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
USA-IL-00084,Champaign Country Club,Private,18,1211 S Prospect Ave,Champaign,Illinois,United States of America,61820,(217) 356-1255,(217) 356-1399,www.champaigncountryclub.com,-88.2577,40.103173,,,chris@champaigncountryclub.com,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
